Index,Category,Condition,Paragraphe,Adapt_Poso,Anticholinergiques selon l'ANSM,Charge anticholinergique centrale,Charge anticholinergique périphérique,Torsadogène,Dépresseur_SNC,Médicam inapprop,Hypok,HyperK,Bradycardisant,HypoT_Ortho,Pro_convul
Ciprofibrate [LIPANOR],Contrôle des intéractions médicamenteuses :,Antécédent d’hypertriglycéridémie :,Prise en charge de l’hypertriglycéridémie. A reprendre.,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Chlorpromazine [LARGACTIL],,(À TRAITER),(À TRAITER),(À TRAITER),1,3,3,1,1,1,0,0,0,1,1
Chlorpromazine [LARGACTIL],,A rajouter si patient épileptique :,Attention ! Médicament abaissant le seuil épileptogène. Réévaluer la balance bénéfice/risque en cas d'apparition ou d'augmentation des crises épileptiques malgré le traitement de fond. ,(À TRAITER),1,3,3,1,1,1,0,0,0,1,1
Chlorure de sodium,,Par défaut :,Supplémentation en sodium. Surveiller la natrémie.,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Cholecalciferol [UVEDOSE ou ZYMAD],Contrôle des indications :,Antécédent d'ostéoporose :,Prise en charge de l'ostéoporose. À pousuivre.,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Cholecalciferol [UVEDOSE ou ZYMAD],Contrôle des indications :,Sans antécédent d'ostéoporose :,Prévention de l'ostéoporose et du risque de fracture chez la personne âgée. À poursuivre.,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Cholecalciferol [UVEDOSE ou ZYMAD],Contrôle des posologies :,"Mention ""Tous les mois"" :",Supplémentation en vitamine D. A reprendre. Préciser le jour exact du mois pour éviter les oublis (ex : 1er du mois).,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Cholecalciferol [UVEDOSE ou ZYMAD],Contrôle des posologies :,"Autre mention que ""Tous les mois"" et IMC < 30 :",Supplémentation en vitamine D. Privilégier une prise par mois (50 000 UI) chez le sujet âgé pour une meilleure observance. Préciser le jour exact du mois pour éviter les oublis (ex : 1er du mois).,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Cholecalciferol [UVEDOSE ou ZYMAD],Contrôle des posologies :,"Autre mention que ""Tous les mois"" et IMC > 30 :",Supplémentation en vitamine D. Privilégier une prise par mois (80 000 UI) chez le sujet âgé pour une meilleure observance. Préciser le jour exact du mois pour éviter les oublis (ex : 1er du mois).,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Cholecalciferol [UVEDOSE ou ZYMAD],Contrôle des posologies :,"Autre mention que ""Tous les mois"" et pas d'IMC :",Supplémentation en vitamine D. Privilégier une prise par mois (50 000 UI si IMC inférieur à 30 / 80 000 UI si IMC supérieur à 30) chez le sujet âgé pour une meilleure observance. Préciser le jour exact du mois pour éviter les oublis (ex : 1er du mois).,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Citalopram [SEROPRAM],Contrôle des indications :,Aucun antécédent retrouvé dans le dossier médical :,Prise en charge d’un épisode dépressif majeur caractérisé (selon le DSM-V) ou de trouble panique. Pas d’antécédent dans le dossier médical. Médicament cardiotoxique (provoque un allongement du QT entrainant un risque de torsade de pointe). Privilégier un autre ISRS dépourvu de cardiotoxicité (ex : Sertraline ou Miansérine).,Sujet âgé et IH,0,0,1,1,0,0,0,0,0,0,1
Citalopram [SEROPRAM],Contrôle des indications :,Antécédent d'épisode dépressif majeur : ,Prise en charge d’un épisode dépressif majeur caractérisé (selon le DSM-V). Médicament cardiotoxique (provoque un allongement du QT menant à un risque de torsade de pointe). Privilégier un autre ISRS dépourvu de cardiotoxicité (ex : Sertraline ou Miansérine).,Sujet âgé et IH,0,0,1,1,0,0,0,0,0,0,1
Citalopram [SEROPRAM],Contrôle des indications :,Antécédent de trouble panique :,Prévention des attaques de panique avec ou sans agoraphobie. Médicament cardiotoxique (provoque un allongement du QT menant à un risque de torsade de pointe). Privilégier un autre ISRS dépourvu de cardiotoxicité (ex : Sertraline).,Sujet âgé et IH,0,0,1,1,0,0,0,0,0,0,1
Citalopram [SEROPRAM],Contrôle des posologies :,Posologie  > 20 mg/j :,"Attention, chez le sujet âgé la posologie journalière maximum est de 20 mg/j. Préconiser une diminution de la posologie.",Sujet âgé et IH,0,0,1,1,0,0,0,0,0,0,1
Citalopram [SEROPRAM],Contrôle des contre-indications et précautions d'emploi :,Antécédent d'épilepsie :,Attention ! Médicament abaissant le seuil épileptogène. Réévaluer la balance bénéfice/risque en cas d'apparition ou d'augmentation des crises épileptiques malgré le traitement de fond. ,Sujet âgé et IH,0,0,1,1,0,0,0,0,0,0,1
Citalopram [SEROPRAM],Contrôle des intéractions médicamenteuses :,Co-prescription de tramadol/lithium/millepertuis :,"Attention, le risque de syndrome sérotoninergique (rare mais grave) est majoré avec le [tramadol/lithium/millepertuis]. Préconiser l’arrêt du [tramadol/millepertuis].",Sujet âgé et IH,0,0,1,1,0,0,0,0,0,0,1
Citalopram [SEROPRAM],Contrôle des intéractions médicamenteuses :,Co-prescription de médicament torsadogène (voir liste des torsadogènes) :,Attention ! Médicament torsadogène contre-indiqué chez ce patient traité [ajouter le médicament torsadogène appartenant à la liste des torsadogène de l'ANSM] pour cause de majoriation du risque d’allongement du QT entrainant un risque de torsade de point.  Préconiser l’arrêt immédiat du citalopram en privilégiant un autre ISRS dépourvu de cardiotoxicité (ex : Sertraline ou Miansérine).,Sujet âgé et IH,0,0,1,1,0,0,0,0,0,0,1
Clobetazol [CLARELUX],,Par défaut :,Corticothérapie locale dans le traitement des dermatites. A reprendre si besoin.,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Clobazam [URBANYL],Contrôle des indications :,Prise uniquement au coucher :,"Benzodiazépine à demi-vie longue. Prise en charge de l’insomnie. Médicament à l’origine de troubles confusionnels et de chutes. Préconiser un arrêt progressif en privilégiant, à l'avenir, des benzodiazépines à demi-vie courte (ex : OXAZEPAM) à posologie minimale efficace.  Rappel : Le traitement médicamenteux de l’insomnie doit être de courte durée (comprenant la phase d’arrêt progressif) afin d’éviter un risque d’abus et de dépendance qui augmente avec la durée du traitement.",(À TRAITER),0,0,0,0,1,1,0,0,0,0,0
Clobazam [URBANYL],Contrôle des indications :,Prises réparties dans la journée SANS antécédent de troubles cognitifs :,"Benzodiazépine à demi-vie longue. Prise en charge des manifestations anxieuses sévères et/ou invalidantes. Médicament à l’origine de troubles confusionnels et de chute. Préconiser un arrêt progressif en privilégiant des BZD à demi-vie courte (ex : OXAZEPAM) à posologie minimale efficace. Attention au risque d’abus et de dépendance, ainsi qu’à la tolérance pharmacologique qui nécessite d’augmenter toujours plus les doses afin de retrouver un effet anxiolytique. ",(À TRAITER),0,0,0,0,1,1,0,0,0,0,0
Clobazam [URBANYL],Contrôle des indications :,Antécédent de sevrage alcoolique :,Prévention et traitement du delirium tremens et des autres manifestations du sevrage alcoolique. Privilégier des benzodiazépines à demi-vie courte chez la personne âgée (ex : Alprazolam).,(À TRAITER),0,0,0,0,1,1,0,0,0,0,0
Clobazam [URBANYL],Contrôle des contre-indications et précautions d'emploi :,Prises réparties dans la journée AVEC antécédent de troubles cognitifs :,"Prise en charge symptomatique des manifestations anxieuses sévères et/ou invalidantes. Patient aux antécédents de troubles cognitifs : Risque d’aggravation des troubles cognitifs et/ou apparition d’un syndrome confusionnel par la benzodiazépine avec risque de chute. Préconiser un arrêt progressif en privilégiant, en cas de nécessité d’une approche pharmacologique et pour une anxiété chronique (évoluant depuis au moins 6 mois) : un traitement de fond par antidépresseur (ex : Sertraline).",(À TRAITER),0,0,0,0,1,1,0,0,0,0,0
Clobazam [URBANYL],Contrôle des contre-indications et précautions d'emploi :,Patient admis aux urgences pour insuffisance respiratoire :,Attention ! Médicament aggravant l’insuffisance respiratoire.,(À TRAITER),0,0,0,0,1,1,0,0,0,0,0
Clobazam [URBANYL],Contrôle des contre-indications et précautions d'emploi :,Antécédent de syndrome d'apnée obstructif du sommeil (SAOS) et prise le soir ou au couché :,Attention ! Les benzodiazépines sont contre-indiqués chez les patients aux antécédents de syndrome d'apnée obstructif du sommeil (SAOS). Préconiser un arrêt PROGRESSIF de la benzodiazépine.,(À TRAITER),0,0,0,0,1,1,0,0,0,0,0
Clobazam [URBANYL],Contrôle des contre-indications et précautions d'emploi :,Antécédent de myasthénie :,Attention ! Avec leur composante myorelaxante les benzodiazépines sont contre-indiqués chez les patients (notamment les personnes âgées) aux antécédents de myasthénie. Préconiser un arrêt PROGRESSIF de la benzodiazépine.,(À TRAITER),0,0,0,0,1,1,0,0,0,0,0
Clobazam [URBANYL],Contrôle des intéractions médicamenteuses :,Utilisation concomitante d’une autre benzodiazépine (anxio ou hypno) au même moment de la journée :,"Potentialisation des effets indésirables (troubles cognitifs,  syndrome confusionnel, troubles de la vigilance, chutes) sans augmentation de l’efficacité.",(À TRAITER),0,0,0,0,1,1,0,0,0,0,0
Clomipramine [ANAFRANYL],Contrôle des indications :,Aucun antécédent retrouvé dans le dossier médical :,"Traitement de 2nd intention, voir 3ème, dans les épisodes dépressifs majeurs caractérisés (selon le DSM-V), de TOC , de trouble panique ou prise en charge de douleurs neuropathiques. Pas d’antécédent dans le dossier médical. Médicament anticholinergique (avec effets périphériques et centraux), cardiotoxique (effet stabilisant de membrane) sédatif et à risque d’hypotension orthostatique (activité alpha1 bloquante) et par conséquent, de chute. Revoir l’indication et la balance bénéfice-risque.",(À TRAITER),1,3,3,0,1,1,0,0,0,1,1
Clomipramine [ANAFRANYL],Contrôle des indications :,Antécédent d'épisode dépressif majeur : ,"Traitement de 2ème ou 3ème intention des épisodes dépressifs majeurs caractérisés (selon le DSM-V) résistantes. Médicament inapproprié chez la personne âgée : Médicament anticholinergique (avec effets périphériques et centraux), cardiotoxique (effet stabilisant de membrane), sédatif (antagoniste H1 central) et à risque d’hypotension orthostatique (activité alpha1 bloquante) et par conséquent, de chutes. Revoir la balance bénéfice-risque (si possible privilégier la Sertraline ou la Miansérine).",(À TRAITER),1,3,3,0,1,1,0,0,0,1,1
Clomipramine [ANAFRANYL],Contrôle des indications :,Antécédent de douleurs neuropathiques : ,"Prise en charge des douleurs neuropathiques. Médicament inapproprié chez la personne âgée : Médicament anticholinergique (avec effets périphériques et centraux), cardiotoxique (effet stabilisant de membrane), sédatif (antagoniste H1 central) et à risque d’hypotension orthostatique (activité alpha1 bloquante) et par conséquent, de chutes. Revoir la balance bénéfice-risque (si possible privilégier la Gabapentine).",(À TRAITER),1,3,3,0,1,1,0,0,0,1,1
Clomipramine [ANAFRANYL],Contrôle des indications :,"Antécédent de TOC, Phobie Social ou Trouble Panique : ","Prise en charge des formes résistantes, aux 1ères lignes de traitement, [des TOC/ du Trouble Panique/ de la Phobie Sociale]. Médicament inapproprié chez la personne âgée : Médicament anticholinergique (avec effets périphériques et centraux), cardiotoxique (effet stabilisant de membrane), sédatif (antagoniste H1 central) et à risque d’hypotension orthostatique (activité alpha1 bloquante) et par conséquent, de chutes. Revoir la balance bénéfice-risque (si possible privilégier la Gabapentine).",(À TRAITER),1,3,3,0,1,1,0,0,0,1,1
Clomipramine [ANAFRANYL],Contrôle des contre-indications et précautions d'emploi :,Antécédent épilepsie :,Attention ! Médicament abaissant le seuil épileptogène. Réévaluer la balance bénéfice/risque en cas d'apparition ou d'augmentation des crises épileptiques malgré le traitement de fond. ,(À TRAITER),1,3,3,0,1,1,0,0,0,1,1
Clomipramine [ANAFRANYL],Contrôle des contre-indications et précautions d'emploi :,"Antécédent d'hypertrophie bénigne de la prostate (co-prescription d'alfusozine, tamsulosine, permixon, tadenan, finastéride, dutastéride ou combodart) :","Médicament anticholinergique contre-indiqué chez ce patient atteint d’une hypertrophie bénigne de la prostate. Préconiser l’arrêt de la clomipramine. Si un traitement pharmacologique est nécéssaire, privilégier un traitement antidépresseur dépourvu de propriétés anticholinergiques tel que la Sertraline (meilleur rapport bénéfice-risque chez la personne âgée).",(À TRAITER),1,3,3,0,1,1,0,0,0,1,1
Clomipramine [ANAFRANYL],Contrôle des contre-indications et précautions d'emploi :,Antécédent de glaucome à angle fermé :,"Médicament anticholinergique contre-indiqué chez ce patient présentant un antécédent de glaucome à angle fermé. Préconiser l’arrêt de la clomipramine. Si un traitement pharmacologique est nécéssaire, privilégier un traitement antidépresseur dépourvu de propriétés anticholinergiques tel que la Sertraline (meilleur rapport bénéfice-risque chez la personne âgée).",(À TRAITER),1,3,3,0,1,1,0,0,0,1,1
Clomipramine [ANAFRANYL],Contrôle des contre-indications et précautions d'emploi :,Patient admis aux urgences pour globe vésical :,"Médicament anticholinergique contre-indiqué chez ce patient admis aux urgences pour globe vésical. Préconiser l’arrêt de la clomipramine. Si un traitement pharmacologique est nécéssaire, privilégier un traitement antidépresseur dépourvu de propriétés anticholinergiques tel que la Sertraline (meilleur rapport bénéfice-risque chez la personne âgée).",(À TRAITER),1,3,3,0,1,1,0,0,0,1,1
Clomipramine [ANAFRANYL],Contrôle des intéractions médicamenteuses :,Co-prescription de tramadol/lithium/millepertuis :,"Attention, le risque de syndrome sérotoninergique (rare mais grave) est majoré avec le [tramadol/lithium/millepertuis]. Préconiser l’arrêt du [tramadol/millepertuis].",(À TRAITER),1,3,3,0,1,1,0,0,0,1,1
Clomipramine [ANAFRANYL],Contrôle des intéractions médicamenteuses :,Co-prescription médicaments anticholinergiques (voir listes des anticholinergiques) :,"Attention ! La co-prescription du [Inserer le nom du médicament], autre médicament anticholinergique, expose à une une addition des effets atropiniques périphériques (constipation, rétention urinaire, trouble de l’accomodation, tachycardie) et centraux (troubles confusionnels). À proscrire chez la personne âgée. Réévaluer la balance bénéfice-risque et préconiser l'arrêt d'un de ces 2 médicaments.",(À TRAITER),1,3,3,0,1,1,0,0,0,1,1
Clomipramine [ANAFRANYL],Contrôle des intéractions médicamenteuses :,Co-prescription anticholinestérasiques :,Attention ! La co-prescription d'un anticholinestérasique [Indiquer lequel] avec ce médicament anticholinergique expose à un risque de diminution de l'efficacité de l'anticholinestérasique par antagonisme des récepteurs de l'acétylcholine par l'action anticholinergique de la clomipramine. À réévaluer.,(À TRAITER),1,3,3,0,1,1,0,0,0,1,1
Clonidine [CATAPRESSAN],Contrôle des indications :,Antécédent d’HTA :,"Prise en charge de l’HTA. Risque majoré d’hypotension orthostatique, bradycardie, syncope et chutes. Risque de sédation, syndrome dépressif et constipation. A éviter chez le patient âgé. Préconiser un arrêt PROGRESSIF du traitement en privilégiant de compléter le traitement antihypertenseur par [un diurétique/un béta-bloquant/un inhibiteur calcique/un IEC]. Rappel objectif tensionnel : 140/90 mmHg voire 150/90 mmHg pour perfusion cérébrale.",(À TRAITER),0,0,0,0,1,1,0,0,1,0,0
Clonidine [CATAPRESSAN],Contrôle des contre-indications et précautions d'emploi :,Antécédent de dépression ou co-prescription antidépresseur :,"Attention !  Ce médicament peut être responsable de syndrome dépressif qui fait l’objet d’une contre-indication en cas d’ « état dépressif grave ». En outre d’un risque majoré d’hypotension orthostatique, bradycardie, syncope et chutes. Préconiser un arrêt PROGRESSIF de ce traitement chez le patient âgé en privilégiant de compléter le traitement antihypertenseur par [un diurétique/un béta-bloquant/un inhibiteur calcique/un IEC]. Rappel objectif tensionnel : 140/90 mmHg voire 150/90 mmHg pour perfusion cérébrale.",(À TRAITER),0,0,0,0,1,1,0,0,1,0,0
Clonidine [CATAPRESSAN],Contrôle des intéractions médicamenteuses :,Co-prescription beta-bloquant indiqué dans l’insuffisance cardiaque :,"Attention ! Interaction faisant l’objet d’une ASSOCIATION DECONSEILLE [Thésaurus de l’ANSM, oct 2020] pour cause de diminution centrale du tonus sympathique et effet vasodilatateur des antihypertenseurs centraux, préjudiciable en cas d’insuffisance cardiaque traitée par bêta-bloquant et vasodilatateur. Préconiser un arrêt PROGRESSIF de la Clonidine.",(À TRAITER),0,0,0,0,1,1,0,0,1,0,0
Clopidogrel [PLAVIX],Contrôle des indications :,"Antécédent de cardiopathie ischémique (SCA ST+ (=Infarctus du myocarde) ou ST-(=Angor instable), SCC (=Angor stable), AIT, AVC ischémique, AOMI) :","Prévention, secondaire à une pathologie artérielle ischémique confirmée [indiquer laquelle + si possible la date], des complications cardiovasculaires et/ou cérébrovasculaires liées à l'athérosclérose. A reprendre.",(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Clopidogrel [PLAVIX],Contrôle des indications :,En association avec l’aspirine faible dose après plus de 12 mois :,Revoir la balance bénéfice-risque du maintien d’une bithérapie antiagrégant plaquettaire [X mois/années] après [le SCA et/ou la pose d’un stent].,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Clopidogrel [PLAVIX],Contrôle des intéractions médicamenteuses :,Co-prescription (Es)oméprazole :,Attention ! L’ésoméprazole inhibe le métabolisme hépatique (CYP 2C19) du clopidogrel nécessaire à son activation (pro-drogue). Risque d’inefficacité médicamenteuse.,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Clopidogrel [PLAVIX],Contrôle des intéractions médicamenteuses :,"Co-prescription inhibiteur de la recapture à la sérotonine (ISRS, IRSNa, antidépresseurs tricycliques, tramadol, lithium) :",Prendre en compte la majoration du risque hémorragique avec les inhibiteurs de recapture à la sérotonine tel que [Indiqué le médicament concerné].,(À TRAITER),0,0,0,0,0,0,0,0,0,,
Clorazepate dipotassique [TRANXENE],Contrôle des indications :,Prise uniquement au coucher :,"Benzodiazépine à demi-vie longue. Prise en charge de l’insomnie. Médicament à l’origine de troubles confusionnels et de chutes. Préconiser un arrêt progressif en privilégiant, à l'avenir, des benzodiazépines à demi-vie courte (ex : OXAZEPAM) à posologie minimale efficace.  Rappel : Le traitement médicamenteux de l’insomnie doit être de courte durée (comprenant la phase d’arrêt progressif) afin d’éviter un risque d’abus et de dépendance qui augmente avec la durée du traitement.",(À TRAITER),0,1,0,0,1,1,0,0,0,0,0
Clorazepate dipotassique [TRANXENE],Contrôle des indications :,Prises réparties dans la journée SANS antécédent de troubles cognitifs :,"Benzodiazépine à demi-vie longue. Prise en charge des manifestations anxieuses sévères et/ou invalidantes. Médicament à l’origine de troubles confusionnels et de chute. Préconiser un arrêt progressif en privilégiant des BZD à demi-vie courte (ex : OXAZEPAM) à posologie minimale efficace. Attention au risque d’abus et de dépendance, ainsi qu’à la tolérance pharmacologique qui nécessite d’augmenter toujours plus les doses afin de retrouver un effet anxiolytique. ",(À TRAITER),0,1,0,0,1,1,0,0,0,0,0
Clorazepate dipotassique [TRANXENE],Contrôle des indications :,Antécédent de sevrage alcoolique :,Prévention et traitement du delirium tremens et des autres manifestations du sevrage alcoolique. Privilégier des benzodiazépines à demi-vie courte chez la personne âgée (ex : Alprazolam).,(À TRAITER),0,1,0,0,1,1,0,0,0,0,0
Clorazepate dipotassique [TRANXENE],Contrôle des contre-indications et précautions d'emploi :,Prises réparties dans la journée AVEC antécédent de troubles cognitifs :,"Prise en charge symptomatique des manifestations anxieuses sévères et/ou invalidantes. Patient aux antécédents de troubles cognitifs : Risque d’aggravation des troubles cognitifs et/ou apparition d’un syndrome confusionnel par la benzodiazépine avec risque de chute. Préconiser un arrêt progressif en privilégiant, en cas de nécessité d’une approche pharmacologique et pour une anxiété chronique (évoluant depuis au moins 6 mois) : un traitement de fond par antidépresseur (ex : Sertraline).",(À TRAITER),0,1,0,0,1,1,0,0,0,0,0
Clorazepate dipotassique [TRANXENE],Contrôle des contre-indications et précautions d'emploi :,Patient admis aux urgences pour insuffisance respiratoire :,Attention ! Médicament aggravant l’insuffisance respiratoire.,(À TRAITER),0,1,0,0,1,1,0,0,0,0,0
Clorazepate dipotassique [TRANXENE],Contrôle des contre-indications et précautions d'emploi :,Antécédent de syndrome d'apnée obstructif du sommeil (SAOS) et prise le soir ou au couché :,Attention ! Les benzodiazépines sont contre-indiqués chez les patients aux antécédents de syndrome d'apnée obstructif du sommeil (SAOS). Préconiser un arrêt PROGRESSIF de la benzodiazépine.,(À TRAITER),0,1,0,0,1,1,0,0,0,0,0
Clorazepate dipotassique [TRANXENE],Contrôle des contre-indications et précautions d'emploi :,Antécédent de myasthénie :,Attention ! Avec leur composante myorelaxante les benzodiazépines sont contre-indiqués chez les patients (notamment les personnes âgées) aux antécédents de myasthénie. Préconiser un arrêt PROGRESSIF de la benzodiazépine.,(À TRAITER),0,1,0,0,1,1,0,0,0,0,0
Clorazepate dipotassique [TRANXENE],Contrôle des intéractions médicamenteuses :,Utilisation concomitante d’une autre benzodiazépine (anxio ou hypno) au même moment de la journée :,"Potentialisation des effets indésirables (troubles cognitifs,  syndrome confusionnel, troubles de la vigilance, chutes) sans augmentation de l’efficacité.",(À TRAITER),0,1,0,0,1,1,0,0,0,0,0
Clotiazepam [VERATRAN],Contrôle des indications :,Prise uniquement au coucher :,"Prise en charge de l’insomnie. Médicament à l’origine de troubles cognitifs, confusionnels et de chutes. Rappel : Le traitement médicamenteux de l’insomnie doit être de courte durée (comprenant la phase d’arrêt progressif) afin d’éviter un risque d’abus et de dépendance qui augmente avec la durée du traitement.",(À TRAITER),0,0,0,0,1,0,0,0,0,0,0
Clotiazepam [VERATRAN],Contrôle des indications :,Prises réparties dans la journée sans antécédent d’anxiété :,"Prise en charge symptomatique des manifestations anxieuses sévères et/ou invalidantes. Pas d’ATCD dans le dossier médical. Médicament à l’origine de troubles cognitifs, confusionnels et de chutes. Privilégier la posologie minimale efficace. Attention au risque d’abus et de dépendance, ainsi qu’à la tolérance pharmacologique qui nécessite d’augmenter toujours plus les doses afin de retrouver un effet anxiolytique.",(À TRAITER),0,0,0,0,1,0,0,0,0,0,0
Clotiazepam [VERATRAN],Contrôle des indications :,Antécédent de sevrage alcoolique :,Prévention et traitement du delirium tremens et des autres manifestations du sevrage alcoolique. A reprendre.,(À TRAITER),0,0,0,0,1,0,0,0,0,0,0
Clotiazepam [VERATRAN],Contrôle des posologies :,Poso > 5 mg/jour :,"Prise en charge symptomatique des manifestations anxieuses sévères et/ou invalidantes. Pas d’ATCD dans le dossier médical. Pas de preuve d’efficacité supérieure aux doses supérieurs à 5 mg/j avec majoration des troubles cognitifs et confusionnels et majoration du risque de chute. Privilégier la posologie minimale efficace. Attention au risque d’abus et de dépendance, ainsi qu’à la tolérance pharmacologique qui nécessite d’augmenter toujours plus les doses afin de retrouver un effet anxiolytique.",(À TRAITER),0,0,0,0,1,0,0,0,0,0,0
Clotiazepam [VERATRAN],Contrôle des contre-indications et précautions d'emploi :,Prises réparties dans la journée et antécédent de troubles cognitifs :,"Prise en charge symptomatique des manifestations anxieuses sévères et/ou invalidantes. Patient aux antécédents de troubles cognitifs : Risque d’aggravation des troubles cognitifs et/ou apparition d’un syndrome confusionnel par la benzodiazépine avec risque de chutes. Préconiser un arrêt progressif en privilégiant, en cas de nécessité d’une approche pharmacologique, pour une anxiété chronique (évoluant depuis au moins 6 mois) : un traitement de fond par antidépresseurs (Sertraline ou Miansérine).",(À TRAITER),0,0,0,0,1,0,0,0,0,0,0
Clotiazepam [VERATRAN],Contrôle des contre-indications et précautions d'emploi :,Antécédent de syndrome d'apnée obstructif du sommeil (SAOS) et prise le soir ou au couché :,Attention ! Les benzodiazépines sont contre-indiqués chez les patients aux antécédents de syndrome d'apnée obstructif du sommeil (SAOS). Préconiser un arrêt PROGRESSIF de la benzodiazépine.,(À TRAITER),0,0,0,0,1,0,0,0,0,0,0
Clotiazepam [VERATRAN],Contrôle des contre-indications et précautions d'emploi :,Antécédent de myasthénie :,Attention ! Avec leur composante myorelaxante les benzodiazépines sont contre-indiqués chez les patients (notamment les personnes âgées) aux antécédents de myasthénie. Préconiser un arrêt PROGRESSIF de la benzodiazépine.,(À TRAITER),0,0,0,0,1,0,0,0,0,0,0
Clotiazepam [VERATRAN],Contrôle des contre-indications et précautions d'emploi :,Patient admis aux urgences pour insuffisance respiratoire :,Attention ! Médicament aggravant l’insuffisance respiratoire.,(À TRAITER),0,0,0,0,1,0,0,0,0,,
Clotiazepam [VERATRAN],Contrôle des intéractions médicamenteuses :,Utilisation concomitante d’une autre benzodiazépine (anxio ou hypno) au même moment de la journée :,"Potentialisation des effets indésirables (troubles cognitifs, syndrome confusionnel, troubles de la vigilance, chutes) sans augmentation de l’efficacité.",(À TRAITER),0,0,0,0,1,0,0,0,0,,
Clozapine [LEPONEX],,Par défaut :,"Médicament à l’origine d’hypotension orthostatique (antagoniste alpha 1) et, par conséquent, de chute. Médicament sédatif (antagoniste H1) et anticholinergique périphérique et central (=confusiogène) et aussi à l’origine de modification de l’ECG. La Clozapine est à prendre en compte dans le risque de chute de la personne âgée.",(À TRAITER),1,3,3,0,1,0,0,0,0,1,1
Clozapine [LEPONEX],,Rappel : ,"La clozapine est sujet à des troubles hématologiques (Leucopénie, neutropénie, éosinophilie, leucocytose, agranulocytose (peu fréquent mais grave))  checker la NFS. Sujet aussi à la prise de poids++  checker le poids. Sujet à l’élévation des transaminases  Checker bilan hépatique. La clozapine est sujette aussi à un risque de myocardite (surtout les 2 premiers mois). A rajouter l’un de ces éléments si pertinent.",(À TRAITER),1,3,3,0,1,0,0,0,0,1,1
Codeine [CODOLIPRANE / CODAFALGAN] ,,Par défaut :,"Prise en charge de la douleur. Eviter les antalgiques de palier 2 chez le sujet âgé. Préconiser un palier 1 (Paracétamol 1g si plus de 50 kg 3 fois par jour en systématique , sinon prise de 500 mg). Si besoin, privilégier le palier 3 (morphiniques) avec co-prescription de laxatif.",(À TRAITER),0,1,1,0,1,0,0,0,0,0,0
Colchicine [COLCHIMAX],,(À TRAITER),(À TRAITER),(À TRAITER),0,1,1,0,0,0,0,0,0,0,0
Cyamemazine [TERCIAN],,Par défaut :,"Médicament anticholinergique, antidopaminergique, antiadrénergique et antihistaminique centrale déconseillée chez les sujets âgés qui, du fait de leur plus grande sensibilité, présentent un risque accru d'hypotension orthostatique, de vertiges, de sédation, de confusion, d'effets extrapyramidaux avec troubles de la marche, le tout majorant le risque de chute.",(À TRAITER),1,3,3,1,1,1,0,0,0,1,1
Cyamemazine [TERCIAN],,"A rajouter si le patient est atteint d’une hypertrophie bénigne de la prostate (traité par alfusozine, tamsulosine, permixon, tadenan, finastéride, dutastéride ou combodart),ou présentant un antécédent de glaucome à angle fermé ou qui est admis aux urgences pour globe vésical :","Médicament anticholinergique contre-indiqué chez ce patient [atteint d’une hypertrophie bénigne de la prostate/ présentant un antécédent de glaucome à angle fermé/ admis aux urgences pour globe vésical]. Préconiser l’arrêt de la clomipramine. Privilégier un ISRS, IRSNa ou la miansérine/mirtazapine. Prégabaline si indication douleurs neuropathiques.",(À TRAITER),1,3,3,1,1,1,0,0,0,1,1
Cyamemazine [TERCIAN],,A rajouter si patient épileptique :,Attention ! Médicament abaissant le seuil épileptogène. Réévaluer la balance bénéfice/risque en cas d'apparition ou d'augmentation des crises épileptiques malgré le traitement de fond. ,(À TRAITER),1,3,3,1,1,1,0,0,0,1,1
Dabigatran [PRADAXA],,150 mg 2/j chez le sujet  < 80 ans ou 110mg 2/j chez le sujet  > 80 ans :,Prévention des [complications cérébrovasculaires suite au diagnostic d’une FA. / récidives des évènements thromboemboliques sous forme de TVP ou d’EP.] Posologie adaptée. A reprendre.,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Dabigatran [PRADAXA],,150 mg 2/j chez le sujet  > 80 ans OU traité par vérapamil :,"Attention, cette posologie n’est pas recommandée dans la prévention des [complications cérébrovasculaires suite au diagnostic d’une FA. / récidives des évènements thromboemboliques sous forme de TVP ou d’EP]. Chez le sujet de plus de 80 ans, la posologie est de 110 mg, 2 fois par jour.",(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
